Router Name,Country Code,Bandwidth (KB/s),Uptime (Days),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit
donotwant,NL,2,5,87.212.57.24,ip24-57-212-87.adsl2.static.versatel.nl,9009,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
donQ,FR,1,0,89.156.198.47,89-156-198-47.rev.numericable.fr,444,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.27-beta (git-e3b8457eb38ee76a) on Windows Vista Service Pack 2 [workstation],0,0
DontTreadOnMyNet,CA,89,1,70.38.61.49,70.38.61.49,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux x86_64,0,0
dotORG1,GB,127,11,212.13.195.157,tor1.totallytechy.ec,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux i686,0,0
drachentor,DE,1739,1,213.239.206.84,alexdpsg.net,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
draco,US,24,0,98.236.230.10,c-98-236-230-10.hsd1.oh.comcast.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Server 2003 Service Pack 2 [server],0,0
DragonTor,US,8,39,72.197.231.113,ip72-197-231-113.sd.sd.cox.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.34 (git-516f86643445dd7c) on Darwin x86_64,0,0
dreapernode1,DE,67,18,89.149.209.187,89-149-209-187.internetserviceteam.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.30 on Linux x86_64,0,0
drinkaglassofwater,NZ,67,18,124.157.100.138,124.157.100.138,443,80,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
DrSmite,US,40,0,24.118.134.207,c-24-118-134-207.hsd1.mn.comcast.net,55655,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
drspamalot,NO,10,1,84.215.131.231,cm-84.215.131.231.getinternet.no,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux x86_64,0,0
DrWho,US,31,1,174.45.156.205,host-174-45-156-205.chy-wy.client.bresnan.net,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows 7 Service Pack 1 [workstation],0,0
dryfall,US,22,13,74.207.241.222,dryfall.ironcouncil.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.1.30 on Linux i686,0,0
dspsadq2e2e,RU,0,0,88.204.50.243,88.204.50.243.broadband.seversk.ru,9001,9030,0,1,0,0,1,0,1,1,1,Tor 0.2.3.4-alpha (git-5f4f727d58daa194) on Windows XP Service Pack 3 [workstation],0,0
dsw2k3,DE,3003,59,195.71.226.87,narf.dsw2k3.info,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux i686,0,0
duckduckgo,US,97,15,72.94.249.36,flash.duckduckgo.com,9030,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD i386,0,0
duckduckgo,US,79,22,184.72.106.52,ec2-184-72-106-52.compute-1.amazonaws.com,9030,None,0,0,1,1,0,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
Dumain,GB,0,29,81.174.244.165,dumain.plus.com,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.1.31 (git-8435cd95d2acc0c2) on Linux armv5tel,0,0
durchleitung,DE,0,0,77.190.23.165,nrbg-4dbe17a5.pool.mediaWays.net,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
Duritpoic1,ES,6,0,87.218.156.11,11.156.218.87.dynamic.jazztel.es,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
DutchQDances,NL,1,24,94.75.209.156,hosted-by.leaseweb.com,9001,None,0,1,0,0,1,1,1,1,0,Tor 0.2.1.31 (git-8435cd95d2acc0c2) on Linux i686,0,0
DwarfDopey,US,80,72,97.74.119.7,ip-97-74-119-7.ip.secureserver.net,47174,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.33 (git-8522652d8e9213d4) on Windows 7  [server],0,0
DwarfHappy,US,87,23,97.74.192.180,ip-97-74-192-180.ip.secureserver.net,47174,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.33 (git-8522652d8e9213d4) on Windows 7 Service Pack 1 [server],0,0
DwarfSleepy,US,84,72,97.74.198.55,ip-97-74-198-55.ip.secureserver.net,47174,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.33 (git-8522652d8e9213d4) on Windows 7  [server],0,0
DwarfSneezy,US,14,19,173.201.20.57,ip-173-201-20-57.ip.secureserver.net,47174,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.33 (git-8522652d8e9213d4) on Windows 7 Service Pack 1 [server],0,0
dwexhujv,RU,2,1,188.143.232.86,188.143.232.86,80,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux x86_64,0,0
Dystopia,BE,0,0,81.164.42.231,d51A42AE7.access.telenet.be,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
dyvvol,UA,5,12,109.251.127.190,109.251.127.190.freenet.com.ua,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux x86_64,0,0
Earth4,US,0,0,50.35.252.172,50.35.252.172,64856,443,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Vista Service Pack 2 [workstation],0,0
EastAcc,AT,5,26,91.114.49.133,91.114.49.133,443,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows Server 2003 Service Pack 2 [server],0,0
ecrandicape1,FR,54,4,88.162.129.73,men75-9-88-162-129-73.fbx.proxad.net,9001,None,0,0,1,1,1,0,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux ppc,0,0
edgeoftruth,US,101,1,72.95.128.154,pool-72-95-128-154.pitbpa.fios.verizon.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin i386,0,0
Edon,CZ,11,0,83.240.19.70,ip4-83-240-19-70.cust.nbox.cz,443,80,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
EerieFunk,FI,0,0,82.181.246.59,cs181246059.pp.htv.fi,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
eewnumut,RU,32,1,188.143.232.87,188.143.232.87,80,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux x86_64,0,0
EFFCTGreybeard,US,30,2,24.63.155.52,c-24-63-155-52.hsd1.ct.comcast.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin i386,0,0
EffSslObservatory,US,110,21,208.90.214.77,eff2.monkeybrains.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
eficommander,US,9,17,76.102.64.120,c-76-102-64-120.hsd1.ca.comcast.net,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i586,0,0
egilsstadir,NZ,0,2,121.73.248.43,121-73-248-43.broadband.telstraclear.net,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
egotor,LU,82,8,212.117.162.17,austin.ego.lu,9913,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
egypt,EG,54,1,196.46.190.72,egypt.iloveprivacy.net,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
Elavbrott,SE,102,4,83.227.78.27,c-1b4ee353.028-81-67626719.cust.bredbandsbolaget.se,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
elc3,NL,782,71,94.23.149.21,vpn.xutrox.com,443,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux x86_64,0,0
ElCheapo,US,8,1,209.150.77.225,209-150-77-225.netptc.net,9031,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.30 on Linux i686,0,0
eldaria,SE,197,12,88.80.28.70,host-70.prq.se,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
Elektra,DE,0,0,84.128.218.124,p5480DA7C.dip.t-dialin.net,443,9030,0,1,0,0,1,0,1,1,1,Tor 0.2.3.8-alpha (git-68475fc5c5a806eb) on Windows 7 Service Pack 1 [workstation],0,0
elestomp,US,78,0,76.18.96.54,c-76-18-96-54.hsd1.al.comcast.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.34 (git-516f86643445dd7c) on Darwin x86_64,0,0
ellipsix,US,17,6,69.164.216.133,glucose11.ellipsix.net,3971,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.30 on Linux i686,0,0
emma,US,92,4,71.246.241.109,koansys.com,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
ender19741109,PL,0,0,194.54.188.145,194054188145.warszawa.vectranet.pl,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux mips,0,0
EnfluraneNode,GB,89,0,89.255.132.8,tor-exit.enflurane.com,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
ennui,US,10,194,208.75.57.100,ennui.lostinthenoise.net,443,80,0,1,1,0,1,1,1,1,1,Tor 0.2.2.29-beta (git-81f2719d2bb3d1c3) on Linux i686,0,0
EnochRoot,CA,4,9,96.54.42.154,96.54.42.154,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Darwin x86_64,0,0
EntitaetNull,DE,32,21,81.169.142.26,anonymizer.zesstra.de,4242,4243,0,0,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux i686,0,0
eol,RU,9,16,158.250.17.73,eol.lvk.cs.msu.su,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
eovehooruo,DE,1152,4,178.63.89.71,ship-of-theseus.rausch.io,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
ephemer3,GB,114,21,128.232.18.57,ephemer2.sec.cl.cam.ac.uk,9001,9002,0,0,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux x86_64,0,0
ephemeron,US,3,17,72.199.17.251,ip72-199-17-251.sd.sd.cox.net,9001,None,0,1,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD i386,0,0
eponymousraga,FR,70,1,81.57.208.135,vil93-1-81-57-208-135.fbx.proxad.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
epsilon,SK,4404,10,147.175.187.180,epsilon.ynet.sk,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
ER,RU,13,23,77.220.135.219,77.220.135.219,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.1.30 on Linux i686,0,0
eredon,UA,19,0,92.249.127.206,92.249.127.206,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
eredon,UA,1,0,95.133.66.53,53-66-133-95.pool.ukrtel.net,443,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
eredon,UA,4,1,95.67.74.246,petyhov.cosmonova.net.ua,443,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
Eriador,IT,28,4,46.16.169.64,ip-169-64.sn2.7host.com,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux i686,0,0
eris,US,252,51,209.237.247.50,209.237.247.50.rev.cernio.com,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on FreeBSD amd64,0,0
error418tor01,NL,177,11,94.75.215.53,tor01.esx.evo.nl.error418.com,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux i686,0,0
esko,FI,10,6,83.150.82.122,tor.maimed.org,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
esxvb,RU,30,1,178.170.144.108,technica.ru,80,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
EtaConnection,FR,103,1,188.165.224.10,eta.universal.edu.au,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
ETechRelay,US,92,3,24.227.55.58,rrcs-24-227-55-58.se.biz.rr.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
ethnao,FR,6,7,88.168.242.87,ethnao.dyndns.org,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on OpenBSD i386,0,0
ETXPC,US,20,38,74.197.190.41,c74-197-190-41.dh.suddenlink.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux i686,0,0
euart,ES,12,7,77.228.184.55,static-55-184-228-77.ipcom.comunitel.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
evenmere,US,19,17,97.107.140.155,teleri.evenmere.org,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
Everquest,GB,7,0,78.86.175.147,78-86-175-147.zone2.bethere.co.uk,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
EveryLittleThing,NL,5942,16,80.82.64.8,server147641.santrex.net,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux x86_64,0,0
Evey,DE,9051,22,87.106.249.118,s15432316.onlinehome-server.info,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux x86_64,0,0
evil,RU,59,5,91.223.246.144,91.223.246.144,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
evoLution,US,1,5,70.123.140.106,cpe-70-123-140-106.austin.res.rr.com,9001,None,0,1,0,0,1,0,1,1,0,Tor 0.2.1.31 (git-8435cd95d2acc0c2) on Linux i686,0,0
exfu,US,1,7,69.164.213.79,li128-79.members.linode.com,9001,None,0,1,0,0,1,1,1,1,0,Tor 0.2.1.30 on Linux i686,0,0
Exodus,FR,215,1,91.121.156.36,b0xi.eu,15900,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
ExperimentEntryNode,US,276,0,50.19.50.210,ec2-50-19-50-210.compute-1.amazonaws.com,80,None,0,0,1,1,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
Ezekiel,IL,21,0,109.64.204.230,bzq-109-64-204-230.red.bezeqint.net,443,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
fabelier,US,648,180,67.23.29.207,mail.wiser-u.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.30 on Linux x86_64,0,0
Fahzai2oNeeMiudi,DE,423,9,188.40.59.123,static.123.59.40.188.clients.your-server.de,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
fairchild,DE,4117,6,46.163.69.176,whoolud.de,444,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7  [server],0,0
fak3r,US,6,21,24.107.195.61,24-107-195-61.dhcp.stls.mo.charter.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux i686,0,0
falcontor235,FR,179,22,82.216.147.218,ip-218.net-82-216-147.rev.numericable.fr,9001,None,0,0,1,1,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
FalseAlarm,DE,126,3,85.10.198.236,pong.g33x.de,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
famfrit,US,129,22,205.185.126.202,tor-exit.n000.info,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
fancypants,US,5,6,173.166.184.17,173-166-184-17-washingtondc.hfc.comcastbusiness.net,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
faradome,US,15,1,67.23.26.199,summer.faradome.ws,9101,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
Farzad,IR,3,0,79.127.44.47,79.127.44.47,443,None,0,1,0,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
FastTmpRelay,PL,3697,19,178.216.201.51,178.216.201.51,443,None,0,0,1,1,0,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
FateTestarrosa,US,1692,21,184.172.20.159,fate-tor.ctgameinfo.com,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
fbnaiaTorRelay,MX,6,0,201.171.42.97,201.171.42.97.dsl.dyn.telnor.net,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
FCAnon,US,22,8,75.70.86.8,c-75-70-86-8.hsd1.co.comcast.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
fd580ff5371,BB,0,0,72.51.75.249,72.51.75.249,443,None,0,1,0,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
Fe8Ohcoo8roogee5hah,FR,15,19,82.242.152.211,se267-1-82-242-152-211.fbx.proxad.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
fehmi,SY,0,0,31.9.195.135,31.9.195.135,443,80,0,0,0,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
fejk,NL,2556,16,85.17.20.241,hosted-by.leaseweb.com,2443,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
fejk1,NL,2739,20,85.17.20.241,hosted-by.leaseweb.com,4031,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
fejk2,US,221,20,204.152.222.140,tor-proxy2.fejk.se,443,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
fejkse,SE,336,16,193.10.5.107,193.10.5.107,6789,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
fenktathome,DE,21,1,85.8.109.121,xdslau121.osnanet.de,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i586,0,0
ferrot04st,DE,252,21,188.40.209.99,tor-proxy-de01.t04st.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
fey2,FR,52,21,188.165.46.24,fp.feydakins.org,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
feydakins,FR,954,4,178.32.98.42,db.feydakins.org,443,80,0,0,1,1,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
ffrraanklyn,US,190,3,184.73.27.54,ec2-184-73-27-54.compute-1.amazonaws.com,9031,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
FFTTZZ,NL,1836,14,62.212.66.193,ethyl.amine.cc,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD i386,0,0
fightthesystem,US,143,21,205.185.123.101,205.185.123.101,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
fileshareing,DE,75,0,62.157.49.152,p3E9D3198.dip.t-dialin.net,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.1.30 on Linux x86_64,0,0
findus,DE,0,0,84.183.97.33,p54B76121.dip.t-dialin.net,9001,None,0,0,0,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
FirstMajestic,PL,315,12,178.73.42.176,svx.pl,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
fischserver,DE,50,15,77.20.189.249,77-20-189-249-dynip.superkabel.de,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin i386,0,0
FlamingFistula,US,50,20,96.126.123.226,prod.lightningmed.com,9998,9999,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
FlandersRegional,BE,40,21,89.106.244.21,hosted-by.riffle.be,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
Flange,RU,47,31,192.124.179.155,192.124.179.155,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux x86_64,0,0
FlimFlam,US,1,8,75.139.184.251,75-139-184-251.dhcp.knwc.wa.charter.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin Power Macintosh,0,0
flip,DE,0,0,84.56.76.165,dslb-084-056-076-165.pools.arcor-ip.net,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
Floralys,US,8,26,50.19.48.127,ec2-50-19-48-127.compute-1.amazonaws.com,8080,None,0,0,1,0,0,1,1,1,0,Tor 0.2.1.30 on Linux x86_64,0,0
flubber,NL,10,5,83.160.255.58,shack.demon.nl,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.1.30 on Linux i686,0,0
fluxe3,DE,869,22,78.47.18.110,tor.sebastianhahn.net,80,443,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
fly88,BE,20,0,83.134.147.42,ip-83-134-147-42.dsl.scarlet.be,34566,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux ppc,0,0
fnordbox,DE,202,10,88.80.200.169,fnordbox.de,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
FoeBuD3,DE,988,3,85.214.73.63,anonymisierungsdienst.foebud.org,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
foo,FI,3,12,88.114.61.16,a88-114-61-16.elisa-laajakaista.fi,12543,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
FordModelA,US,3306,22,38.229.70.33,torproxy02.teamcymru.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux x86_64,0,0
Foreigner,US,12,16,99.93.244.167,99-93-244-167.lightspeed.crvltn.sbcglobal.net,443,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
forestersrelay,US,25,5,63.226.144.206,mail.menolly.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux x86_64,0,0
ForeverFree,DE,86,0,78.47.89.38,static.38.89.47.78.clients.your-server.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
ForSamara,US,17,69,72.28.136.53,72-28-136-053-dhcp.mia.fl.atlanticbb.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.1.30 on Linux i686,0,0
fortresseurope,FR,0,30,87.98.174.23,r33141.ovh.net,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.1.31 (git-df8aa0a7943a6364) on Linux i686,0,0
fr50,FR,1,0,92.154.196.134,ACaen-551-1-236-134.w92-154.abo.wanadoo.fr,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.30 on Very recent version of Windows [major=6-minor=1]  [workstation] {terminal services- single user},0,0
fraccalli,NL,183,2,95.211.62.150,tor-proxy-fraccalli-readme.leaseweb.com,443,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
frankenstein,IL,800,3,81.218.235.162,162.bint5.interhost.co.il,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux x86_64,0,0
FrankOptic,FR,303,2,178.250.210.95,villaro-dixon.eu,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.31 (git-8435cd95d2acc0c2) on Linux i686,0,0
